year,Base case cost,Modeled wind power
2019,314081.928038,497606.834264
2020,334002.354238,514587.167274
2021,348068.5424,526654.092065
2022,359222.305914,536279.00712
2023,367428.378286,543426.645944
2024,374928.386056,549985.823893
2025,383237.319037,557236.323325
2026,392740.904509,565563.871521
2027,401548.711439,573313.244902
2028,410039.119921,580862.823563
2029,419759.447389,589407.113755
2030,426429.223107,595371.267108
2031,437066.479425,604714.882421
2032,448201.874973,614556.636966
2033,459801.612695,624745.129956
2034,471127.300368,634777.176626
2035,479705.140367,642414.186804
2036,491559.825454,652857.627159
2037,499461.724314,659936.299925
2038,511474.373906,670537.704786
