year,Base case cost,Modeled water and wastewater efficiency
2017,82630.3878923,57129.0394119
2018,88042.4676168,58910.8517586
2019,95526.1501032,61373.8648828
2020,99030.8926369,62529.675846
2021,101439.815731,63325.5592458
2022,103302.962905,63942.2961284
2023,104606.921064,64374.7033338
2024,105779.239924,64764.1757284
2025,107097.41015,65202.0314105
2026,108574.445945,65693.3001495
2027,109911.584768,66138.4230778
2028,111112.080279,66538.6681069
2029,112593.360995,67031.4481926
2030,113524.785851,67343.5799852
2031,115146.767449,67882.6789778
