year,Base case cost,Modeled residential energy efficiency
2017,85485.9036141,85485.9036141
2018,89363.843231,89363.843231
2019,94922.2233486,94922.2233486
2020,97507.5164266,97507.5164266
2021,87644.67137,87644.67137
2022,88784.1806866,88784.1806866
2023,89695.7881399,89695.7881399
2024,90379.4937299,90379.4937299
2025,91291.1011832,91291.1011832
2026,79886.9820916,79886.9820916
2027,80577.4425576,80577.4425576
2028,81267.9030236,81267.9030236
2029,82057.0006991,82057.0006991
2030,69707.0387693,69707.0387693
2031,70540.2736413,70540.2736413
2032,71290.1850261,71290.1850261
2033,72123.4198981,72123.4198981
2034,72956.6547701,72956.6547701
2035,59924.3302159,59924.3302159
2036,60604.4278655,60604.4278655
