year,Base case cost,Modeled non-residential energy efficiency
2017,288568.1855,264523.314077
2018,304508.965148,277811.135134
2019,327357.415978,297125.862281
2020,337984.60241,305815.480101
2021,345954.992235,312205.518898
2022,351268.585451,316295.670327
2023,355519.460024,319473.274281
2024,358707.615954,321738.0367
2025,362958.490527,324939.858427
2026,367740.724421,328615.912021
2027,371460.239673,331378.282615
2028,375179.754924,334151.796766
2029,379430.629497,337398.740296
2030,382087.426105,339268.670146
2031,387401.019321,343461.713252
