year,Base case diesel consumed,Modeled non-residential ashp
2017,26669.6556348,19900.9085
2018,26669.6556348,19900.9085
2019,26669.6556348,19900.9085
2020,26669.6556348,19900.9085
2021,26669.6556348,19900.9085
2022,26669.6556348,19900.9085
2023,26669.6556348,19900.9085
2024,26669.6556348,19900.9085
2025,26669.6556348,19900.9085
2026,26669.6556348,19900.9085
2027,26669.6556348,19900.9085
2028,26669.6556348,19900.9085
2029,26669.6556348,19900.9085
2030,26669.6556348,19900.9085
2031,26669.6556348,19900.9085
