year,Base case diesel consumed,Modeled non-residential ashp
2017,28014.8387198,19610.3870871
2018,28014.8387198,19610.3870871
2019,28014.8387198,19610.3870871
2020,28014.8387198,19610.3870871
2021,28014.8387198,19610.3870871
2022,28014.8387198,19610.3870871
2023,28014.8387198,19610.3870871
2024,28014.8387198,19610.3870871
2025,28014.8387198,19610.3870871
2026,28014.8387198,19610.3870871
2027,28014.8387198,19610.3870871
2028,28014.8387198,19610.3870871
2029,28014.8387198,19610.3870871
2030,28014.8387198,19610.3870871
2031,28014.8387198,19610.3870871
