year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8798.34,866080.0,866080.0
2004,,8798.34,298680.0,298680.0
2005,,8798.34,679147.0,679147.0
2006,,8798.34,634242.0,634242.0
2007,,8798.34,665000.0,665000.0
2008,,8798.34,673000.0,673000.0
2009,,8798.34,666000.0,666000.0
2010,,8798.34,0.0,0.0
2011,,8798.34,130600.0,130600.0
2012,,8798.34,688237.0,688237.0
2013,,8798.34,550900.0,550900.0
2014,start of forecast,8798.34,671000.0,671000.0
2015,,8798.34,670000.0,670000.0
2016,,8798.34,670000.0,670000.0
2017,,8798.34,669000.0,669000.0
2018,,8798.34,669000.0,669000.0
2019,,8798.34,669000.0,669000.0
2020,,8798.34,669000.0,669000.0
2021,,8798.34,669000.0,669000.0
2022,,8798.34,668000.0,668000.0
2023,,8798.34,668000.0,668000.0
2024,,8798.34,667000.0,667000.0
2025,,8798.34,667000.0,667000.0
2026,,8798.34,667000.0,667000.0
2027,,8798.34,667000.0,667000.0
2028,,8798.34,667000.0,667000.0
2029,,8798.34,669000.0,669000.0
2030,,8798.34,670000.0,670000.0
2031,,8798.34,670000.0,670000.0
2032,,8798.34,670000.0,670000.0
2033,,8798.34,669000.0,669000.0
2034,,8798.34,669000.0,669000.0
2035,,8798.34,669000.0,669000.0
2036,,8798.34,669000.0,669000.0
2037,,8798.34,670000.0,670000.0
2038,,8798.34,670000.0,670000.0
2039,,8798.34,670000.0,670000.0
2040,,8798.34,670000.0,670000.0
