year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,28014.8387198,20730.9806527
2018,28014.8387198,20730.9806527
2019,28014.8387198,20730.9806527
2020,28014.8387198,20730.9806527
2021,28014.8387198,20730.9806527
2022,28014.8387198,20730.9806527
2023,28014.8387198,20730.9806527
2024,28014.8387198,20730.9806527
2025,28014.8387198,20730.9806527
2026,28014.8387198,20730.9806527
2027,28014.8387198,20730.9806527
2028,28014.8387198,20730.9806527
2029,28014.8387198,20730.9806527
2030,28014.8387198,20730.9806527
2031,28014.8387198,20730.9806527
