year,Base case diesel consumed,Modeled diesel efficiency
2019,30063.8179503,27330.7435912
2020,30117.3122883,27379.3748075
2021,30063.8179503,27330.7435912
2022,30063.8179503,27330.7435912
2023,30010.3236123,27282.1123748
2024,30010.3236123,27282.1123748
2025,29956.8292743,27233.4811585
2026,29903.3349363,27184.8499421
2027,29849.8405983,27136.2187258
2028,29742.8519224,27038.9562931
2029,29742.8519224,27038.9562931
2030,29742.8519224,27038.9562931
2031,29689.3575844,26990.3250767
2032,29582.3689084,26893.062644
2033,29475.3802324,26795.8002113
2034,29368.3915564,26698.5377786
2035,29207.9085425,26552.6441295
2036,29100.9198665,26455.3816968
2037,28993.9311905,26358.1192641
2038,28886.9425145,26260.8568314
