year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,18860.64,145918.64,182167.83,14430.63,98096.85,78176.72
2018,20576.68,159189.15,197606.75,15009.65,102029.02,81310.4
2019,22981.52,177767.86,219221.25,15821.92,107534.06,85697.55
2020,24126.73,186614.87,229513.87,16208.66,110155.5,87786.67
2021,24926.31,192807.77,236718.7,16477.93,111990.52,89249.05
2022,25493.27,197231.28,241865.01,16667.44,113301.24,90293.61
2023,25948.41,200770.08,245982.05,16820.16,114349.82,91129.26
2024,26284.55,203424.18,249069.84,16931.23,115136.25,91756.0
2025,26676.85,206520.63,252672.26,17060.97,116053.76,92487.19
2026,27187.02,210501.79,257303.93,17231.7,117233.41,93427.29
2027,27574.68,213598.24,255208.36,17358.53,118150.91,92446.51
2028,27908.02,216252.34,258228.71,17468.02,118937.35,93061.85
2029,28422.56,220233.49,262759.23,17641.76,120117.0,93984.86
2030,28702.45,222445.24,265276.19,17734.45,120772.36,94497.65
2031,29211.01,226426.4,269806.72,17904.4,121952.01,95420.66
2032,29704.69,230407.55,268212.16,18064.99,123131.66,94559.53
2033,30198.18,234388.7,272641.54,18225.65,124311.31,95465.45
2034,30747.59,238812.21,271224.44,18405.06,125622.03,94651.79
2035,31122.98,241908.66,274590.83,18525.06,126539.54,95343.1
2036,31670.18,246332.16,272870.28,18703.49,127850.26,94478.17
2037,31993.38,248986.26,275688.32,18807.52,128636.69,95059.33
2038,32543.32,253409.77,273675.55,18987.95,129947.42,94145.02
2039,32973.83,256948.57,277343.03,19126.72,130996.0,94904.7
2040,33570.88,261814.42,275462.76,19320.84,132437.79,94030.27
