year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,339200,430223
2004,,0,0,0,0,388160,506472
2005,,0,0,0,0,356480,496020
2006,,0,0,0,0,267996,549552
2007,,0,0,0,0,275040,589167
2008,,0,0,0,0,78162,807010
2009,,0,0,0,0,42270,718490
2010,,0,0,0,0,0,699356
2011,,0,0,0,0,0,701003
2012,,0,0,0,0,28919,729562
2013,,0,0,0,0,326846,473685
2014,start of forecast,0,0,0,0,167000,563000
2015,,0,0,0,0,167000,562000
2016,,0,0,0,0,167000,562000
2017,,0,0,0,0,167000,562000
2018,,0,0,0,0,167000,562000
2019,,0,0,0,0,167000,562000
2020,,0,0,0,0,167000,563000
2021,,0,0,0,0,167000,562000
2022,,0,0,0,0,167000,562000
2023,,0,0,0,0,167000,561000
2024,,0,0,0,0,167000,561000
2025,,0,0,0,0,167000,560000
2026,,0,0,0,0,167000,559000
2027,,0,0,0,0,167000,558000
2028,,0,0,0,0,167000,556000
2029,,0,0,0,0,167000,556000
2030,,0,0,0,0,167000,556000
2031,,0,0,0,0,167000,555000
2032,,0,0,0,0,167000,553000
2033,,0,0,0,0,167000,551000
2034,,0,0,0,0,167000,549000
2035,,0,0,0,0,167000,546000
2036,,0,0,0,0,167000,544000
2037,,0,0,0,0,167000,542000
2038,,0,0,0,0,167000,540000
2039,,0,0,0,0,167000,537000
2040,,0,0,0,0,167000,535000
