year,population
2003,171.0
2004,186.0
2005,188.0
2006,170.0
2007,164.0
2008,165.0
2009,169.0
2010,161.0
2011,161.0
2012,160.0
2013,160.0
2014,159.0
2015,159.0
2016,159.0
2017,159.0
2018,159.0
2019,159.0
2020,159.0
2021,159.0
2022,159.0
2023,158.0
2024,158.0
2025,157.0
2026,157.0
2027,156.0
2028,155.0
2029,155.0
2030,155.0
2031,155.0
2032,153.0
2033,152.0
2034,150.0
2035,149.0
2036,147.0
2037,146.0
2038,145.0
2039,143.0
2040,142.0
