year,Base case cost,Modeled water and wastewater efficiency
2017,33291.2712579,30285.0539795
2018,35586.3341353,31665.9348968
2019,38803.434414,33673.4205163
2020,40335.3878525,34546.8723347
2021,41404.2364124,35111.3319496
2022,42160.7063934,35468.4546977
2023,42768.569957,35728.9027544
2024,43215.7733908,35884.2699912
2025,43737.8123549,36093.579494
2026,44418.719963,36413.6040921
2027,44933.2170245,36624.3452137
2028,45376.0427304,36789.9613022
2029,46064.3219863,37124.6685777
2030,46436.9001039,37249.1127192
2031,47115.4118203,37583.1165557
