year,Base case cost,Modeled diesel efficiency
2019,872478.36697,1087071.4491
2020,916581.669037,1127165.36007
2021,945679.683156,1153618.10017
2022,968698.255565,1174544.07509
2023,984043.970505,1188494.72504
2024,995553.25671,1198957.7125
2025,1010898.97165,1212908.36244
2026,1028162.90096,1228602.84363
2027,1043878.26117,1242889.53474
2028,1057310.51821,1255100.6775
2029,1074961.08017,1271146.64291
2030,1084558.94696,1279871.97636
2031,1103754.68053,1297322.64324
2032,1121427.66582,1313388.99351
2033,1141033.81437,1331212.76492
2034,1160243.13785,1348675.78626
2035,1171768.73193,1359153.59906
2036,1190978.05541,1376616.6204
2037,1202503.64949,1387094.43321
2038,1223633.90531,1406303.75668
