year,annotation,diesel generation efficiency
2002,,13.64
2003,,13.49
2004,,13.53
2005,,12.92
2006,,13.5
2007,,13.54
2008,,13.03
2009,,13.19
2010,,13.37
2011,,15.13
2012,,14.88
2013,,14.14
2016,start of forecast,14.72
2017,,14.72
2018,,14.72
2019,,14.72
2020,,14.72
2021,,14.72
2022,,14.72
2023,,14.72
2024,,14.72
2025,,14.72
2026,,14.72
2027,,14.72
2028,,14.72
2029,,14.72
2030,,14.72
2031,,14.72
2032,,14.72
2033,,14.72
2034,,14.72
2035,,14.72
2036,,14.72
2037,,14.72
2038,,14.72
2039,,14.72
2040,,14.72
