year,Base case cost,Modeled solar power (pv)
2016,614874.340381,641077.395582
2017,710901.252398,735916.794843
2018,780160.13863,804356.776182
2019,872478.36697,895573.035486
2020,916581.669037,939206.059994
2021,945679.683156,968036.784032
2022,968698.255565,990865.557758
2023,984043.970505,1006121.11418
2024,995553.25671,1017590.01476
2025,1010898.97165,1032849.669
2026,1028162.90096,1050006.35378
2027,1043878.26117,1065640.20454
2028,1057310.51821,1079016.09675
2029,1074961.08017,1096566.38508
2030,1084558.94696,1106156.98974
2031,1103754.68053,1125234.12313
2032,1121427.66582,1142813.53455
2033,1141033.81437,1162306.3596
2034,1160243.13785,1181405.03435
2035,1171768.73193,1192909.61979
