year,Base case cost,Modeled diesel efficiency
2019,505123.036567,707381.149804
2020,540674.324925,733883.82185
2021,566805.329022,751958.927586
2022,588891.629218,766490.163043
2023,607099.864038,777625.897466
2024,622521.367054,786355.205087
2025,639664.305574,796773.444119
2026,660125.136204,810329.032715
2027,679624.819612,823129.097163
2028,696221.719385,833405.742131
2029,717811.079686,848333.755803
2030,733572.555055,858073.817556
2031,756036.767626,874014.820933
2032,778808.963903,890340.833119
2033,802246.970369,907374.689446
2034,827692.078385,926333.341888
2035,846679.943459,939519.584325
2036,873144.968534,959598.763374
2037,893400.476692,974126.206779
2038,920931.54199,995358.886499
