year,annotation,Average Load
2003,,188.0
2004,,179.0
2005,,183.0
2006,,189.0
2007,,179.0
2008,,187.0
2009,,192.0
2010,,187.0
2011,,192.0
2012,,198.0
2013,,201.0
2014,start of forecast,201.0
2015,,203.0
2016,,205.0
2017,,207.0
2018,,209.0
2019,,211.0
2020,,213.0
2021,,215.0
2022,,217.0
2023,,220.0
2024,,222.0
2025,,224.0
2026,,226.0
2027,,229.0
2028,,231.0
2029,,234.0
2030,,236.0
2031,,239.0
2032,,241.0
2033,,244.0
2034,,246.0
2035,,249.0
2036,,252.0
2037,,254.0
2038,,257.0
2039,,260.0
2040,,263.0
