year,Base case cost,Modeled non-residential energy efficiency
2017,992113.06598,971903.039189
2018,1047454.27258,1018715.6903
2019,1121242.54805,1082052.98162
2020,1156459.67952,1111024.2295
2021,1179937.76717,1129575.9401
2022,1198384.83604,1143693.73444
2023,1211800.88612,1153376.29267
2024,1221862.92369,1160119.069
2025,1233601.96751,1168411.03416
2026,1248695.02386,1179747.70207
2027,1262111.07394,1189637.64293
2028,1272173.11151,1196582.9414
2029,1287266.16785,1208066.16831
2030,1295651.19916,1213609.00384
2031,1310744.2555,1225184.30127
