year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,95736.8287857,70460.4333014
2018,95736.8287857,70460.4333014
2019,95736.8287857,70460.4333014
2020,95736.8287857,70460.4333014
2021,95736.8287857,70460.4333014
2022,95736.8287857,70460.4333014
2023,95736.8287857,70460.4333014
2024,95736.8287857,70460.4333014
2025,95736.8287857,70460.4333014
2026,95736.8287857,70460.4333014
2027,95736.8287857,70460.4333014
2028,95736.8287857,70460.4333014
2029,95736.8287857,70460.4333014
2030,95736.8287857,70460.4333014
2031,95736.8287857,70460.4333014
