year,Base case cost,Modeled biomass for heat (cordwood)
2017,1008265.40352,1085622.16077
2018,1097272.98571,1164998.05337
2019,1212382.44805,1267764.37748
2020,1281226.41024,1330035.17198
2021,1336333.39259,1380346.58899
2022,1385843.25509,1425839.85119
2023,1435734.19241,1472492.43754
2024,1475331.81506,1509379.78351
2025,1517803.3977,1548920.05292
2026,1572265.35503,1599979.51776
2027,1618511.05767,1643099.32608
2028,1667099.41515,1689087.22783
2029,1717234.9281,1735899.72233
2030,1764531.37573,1780896.31532
2031,1823015.40335,1836107.25123
2032,1875381.9763,1885224.8217
2033,1935629.17423,1942246.54177
2034,1999602.29201,2002767.67885
2035,2053151.53994,2053885.28535
2036,2118980.33802,2116306.44659
