year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1320107.43,1877.0,177723.09,309268.32
2018,1320235.65,1877.0,177723.09,310944.93
2019,1320363.87,1877.0,177723.09,310944.93
2020,1320427.98,1877.0,177723.09,310944.93
2021,1320427.98,1877.0,177723.09,310944.93
2022,1320427.98,1877.0,177723.09,310944.93
2023,1320556.2,1877.0,177723.09,310944.93
2024,1320748.53,1877.0,177723.09,310944.93
2025,1320812.64,1877.0,177723.09,310944.93
2026,1320556.2,1877.0,177723.09,310944.93
2027,1319979.2,1877.0,177723.09,309268.32
2028,1319209.87,1877.0,177723.09,307591.7
2029,1318568.77,1877.0,177723.09,307591.7
2030,1317607.11,1877.0,177723.09,305915.09
2031,1316389.0,1877.0,177723.09,302561.86
2032,1314850.34,,,299208.63
2033,1313119.35,,,295855.39
2034,1311324.25,,,292502.16
2035,1309400.93,,,289148.93
2036,1307477.6,,,285795.7
