year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,231084.96,2459.51,205090.17,150102.21
2018,230478.24,2474.5,205090.17,153402.18
2019,229795.68,2489.8,205090.17,157802.15
2020,229188.96,2505.34,205090.17,161102.12
2021,228506.4,2521.16,205090.17,165502.08
2022,227823.84,2537.35,205090.17,168802.05
2023,227141.28,2553.99,205090.17,173202.02
2024,226382.88,2571.04,205090.17,177601.98
2025,225700.31,2588.35,205090.17,182001.94
2026,224941.91,2605.84,205090.17,186401.9
2027,224183.51,2623.52,205090.17,190801.87
2028,223425.11,2641.47,205090.17,195201.83
2029,222666.71,2659.98,205090.17,199601.79
2030,221908.31,2678.8,205090.17,204001.76
2031,221074.06,2697.88,205090.17,208401.72
2032,220239.82,,,213901.67
2033,219481.42,,,218301.64
2034,218647.18,,,222701.6
2035,217737.1,,,228201.55
2036,216902.86,,,233701.51
