year,Base case cost,Modeled water and wastewater efficiency
2017,34108.6170696,53452.5819202
2018,36221.7706804,54266.3137995
2019,39101.2484674,55637.2440797
2020,40606.530504,56054.2087099
2021,41792.8308817,56261.4841866
2022,42769.9764636,56336.2178105
2023,43534.3457072,56275.4820603
2024,44314.0534598,56239.9583447
2025,45106.5635616,56227.4846061
2026,46028.9779843,56320.4120335
2027,46904.577102,56393.6292177
2028,47733.4622766,56446.9073896
2029,48643.647419,56570.4734889
2030,49384.2703329,56586.7122163
2031,50447.587058,56843.1326399
