year,Base case cost,Modeled residential energy efficiency
2017,1494377.14542,1372739.24751
2018,1601697.43888,1459633.63406
2019,1754374.85144,1585634.54675
2020,1839647.73964,1656543.73992
2021,1923815.46986,1729375.3909
2022,1987527.70539,1783799.76339
2023,2054027.05492,1843057.26472
2024,2121397.2222,1903275.15816
2025,2189638.20721,1964451.3443
2026,2264352.81681,2031209.43443
2027,2337323.44453,2096795.538
2028,2408363.48658,2161021.096
2029,2483262.35359,2228696.46427
2030,2550005.81542,2289759.83878
2031,2632933.33869,2364640.28378
2032,2727176.58874,2451399.12243
2033,2812685.46461,2529007.37181
2034,2899438.36582,2607930.30824
2035,2987578.85252,2690264.12644
2036,3090532.62639,2785524.32939
