year,Base case diesel consumed,Modeled non-residential ashp
2017,205090.165924,143563.116208
2018,205090.165924,143563.116208
2019,205090.165924,143563.116208
2020,205090.165924,143563.116208
2021,205090.165924,143563.116208
2022,205090.165924,143563.116208
2023,205090.165924,143563.116208
2024,205090.165924,143563.116208
2025,205090.165924,143563.116208
2026,205090.165924,143563.116208
2027,205090.165924,143563.116208
2028,205090.165924,143563.116208
2029,205090.165924,143563.116208
2030,205090.165924,143563.116208
2031,205090.165924,143563.116208
