year,Base case diesel consumed,Modeled non-residential ashp
2017,27006.1202454,15952.3403567
2018,27006.1202454,15952.3403567
2019,27977.1796177,16923.3997289
2020,27977.1796177,16923.3997289
2021,27977.1796177,16923.3997289
2022,27977.1796177,16923.3997289
2023,27977.1796177,16923.3997289
2024,27977.1796177,16923.3997289
2025,27006.1202454,15952.3403567
2026,27977.1796177,16923.3997289
2027,27977.1796177,16923.3997289
2028,27977.1796177,16923.3997289
2029,27977.1796177,16923.3997289
2030,28948.2389899,17894.4591012
2031,28948.2389899,17894.4591012
