year,Base case cost,Modeled water and wastewater efficiency
2017,88546.1687958,70892.2067989
2018,93249.8405376,74158.4445289
2019,99565.4731505,78544.0275516
2020,102426.37988,80530.7768522
2021,104414.48059,81911.3763013
2022,105890.998972,82936.5520085
2023,106854.028771,83604.9666874
2024,107703.894303,84194.921656
2025,108687.70065,84877.9961275
2026,109935.330328,85744.4416871
2027,110926.934053,86433.0130529
2028,111664.619917,86945.1992058
2029,112858.969477,87775.3821477
2030,113662.507153,88333.9771378
2031,114813.66496,89133.6950779
