year,Base case cost,Modeled residential energy efficiency
2017,437181.000832,428438.53012
2018,456085.720863,443049.024553
2019,483715.696293,465020.85448
2020,505640.71321,483639.872748
2021,514523.661604,489942.200268
2022,521926.118599,495024.150715
2023,535572.676936,506841.962813
2024,540092.99763,509560.065063
2025,544613.318325,512304.073357
2026,560108.318382,525815.76196
2027,565474.01344,529339.000463
2028,578932.25156,541211.20684
2029,585169.603146,545537.641203
2030,588288.278939,547233.00482
2031,604414.050976,561493.338741
2032,611549.341257,566668.985226
2033,628003.640367,581301.218478
2034,635257.200394,586637.490421
2035,649582.749987,599530.784048
2036,656954.57976,605025.719303
