year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32154.25,160305.5,236333.42,61244.03,152521.89,200847.58
2018,34574.2,172348.82,247641.33,63574.69,158290.85,208444.39
2019,38111.09,189950.6,264168.28,66979.63,166722.39,219547.42
2020,39789.36,198288.28,277527.98,68600.98,170716.28,228112.73
2021,40910.75,203846.74,282853.15,69689.31,173378.87,231670.51
2022,41846.2,208478.78,287290.78,70598.85,175597.7,234635.33
2023,42409.78,211258.01,295732.16,71151.39,176929.0,239840.52
2024,42973.11,214037.24,298447.81,71702.98,178260.3,241645.19
2025,43537.89,216816.47,301163.46,72258.69,179591.59,243449.86
2026,44290.09,220522.1,310740.0,72996.85,181366.65,249368.32
2027,44951.2,223764.54,313970.16,73651.13,182919.83,251503.85
2028,45425.73,226080.56,322339.23,74125.0,184029.25,256593.02
2029,46178.71,229786.2,326101.6,74864.48,185804.31,259068.0
2030,46560.85,231639.02,327982.79,75250.51,186691.84,260305.49
2031,47315.05,235344.65,337983.85,75992.94,188466.9,266430.2
2032,,,342296.12,,,269253.22
2033,,,352518.29,,,275485.35
2034,,,356910.15,,,278347.05
2035,,,365862.94,,,283719.81
2036,,,370334.41,,,286620.17
