year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8619.37,718107.0,718107.0
2004,,8619.37,712264.0,712264.0
2005,,8619.37,726231.0,726231.0
2006,,8619.37,645533.0,645533.0
2007,,8619.37,633466.0,633466.0
2008,,8619.37,635423.0,635423.0
2009,,8619.37,664545.0,664545.0
2010,,8619.37,664871.0,664871.0
2011,,8619.37,654940.0,654940.0
2012,,8619.37,667498.0,667498.0
2013,,8619.37,618554.0,618554.0
2014,,8619.37,614149.0,614149.0
2015,,8619.37,663715.0,663715.0
2016,start of forecast,8619.37,670000.0,670000.0
2017,,8619.37,671000.0,671000.0
2018,,8619.37,671000.0,671000.0
2019,,8619.37,672000.0,672000.0
2020,,8619.37,673000.0,673000.0
2021,,8619.37,674000.0,674000.0
2022,,8619.37,675000.0,675000.0
2023,,8619.37,676000.0,676000.0
2024,,8619.37,676000.0,676000.0
2025,,8619.37,677000.0,677000.0
2026,,8619.37,678000.0,678000.0
2027,,8619.37,680000.0,680000.0
2028,,8619.37,681000.0,681000.0
2029,,8619.37,682000.0,682000.0
2030,,8619.37,683000.0,683000.0
2031,,8619.37,684000.0,684000.0
2032,,8619.37,686000.0,686000.0
2033,,8619.37,687000.0,687000.0
2034,,8619.37,688000.0,688000.0
2035,,8619.37,689000.0,689000.0
2036,,8619.37,690000.0,690000.0
2037,,8619.37,691000.0,691000.0
2038,,8619.37,692000.0,692000.0
2039,,8619.37,693000.0,693000.0
2040,,8619.37,694000.0,694000.0
