year,Base case cost,Modeled non-residential energy efficiency
2017,312827.39393,323690.408336
2018,330639.666778,338818.721433
2019,356672.988632,361503.56003
2020,369004.562142,371667.541062
2021,377225.611148,378093.599906
2022,384076.48532,383290.707859
2023,388187.009823,386003.463397
2024,392297.534327,388740.866556
2025,396408.05883,391502.339656
2026,401888.758168,395542.114346
2027,406684.370088,398977.446033
2028,410109.807174,401180.398811
2029,415590.506512,405287.436754
2030,418330.856181,406906.261525
2031,423811.555518,411055.555219
