year,Base case diesel consumed,Modeled residential ashp
2017,83791.4618258,40299.5055933
2018,83791.4618258,40299.5055933
2019,83791.4618258,40299.5055933
2020,85495.3909848,42003.4347523
2021,85495.3909848,42003.4347523
2022,85495.3909848,42003.4347523
2023,87199.3201438,43707.3639113
2024,87199.3201438,43707.3639113
2025,87199.3201438,43707.3639113
2026,88903.2493028,45411.2930702
2027,88903.2493028,45411.2930702
2028,90607.1784618,47115.2222292
2029,90607.1784618,47115.2222292
2030,90607.1784618,47115.2222292
2031,92311.1076207,48819.1513882
