year,Base case cost,Modeled diesel efficiency
2019,122717.722974,300932.739515
2020,131575.656654,304547.019626
2021,137563.301856,305655.971265
2022,142601.34563,306003.235493
2023,145717.270074,304702.324198
2024,148621.933264,303306.23775
2025,151750.748225,302208.535551
2026,155859.242487,302093.843391
2027,159727.829902,301851.281129
2028,162401.179925,300610.251742
2029,166546.913458,300793.800052
2030,168747.611186,299293.164478
2031,172913.396635,299661.033273
2032,177840.438734,300801.091301
2033,182035.585917,301354.04977
2034,186734.895546,302441.763037
2035,189473.414294,301821.573178
2036,194195.640399,303077.63846
2037,197446.199133,303067.000909
2038,202192.057852,304485.235367
