year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,48052.98,9291.01,46320.46,43491.96
2018,48052.98,9292.16,46320.46,43491.96
2019,48124.6,9293.59,46320.46,43491.96
2020,48196.21,9294.86,46320.46,44376.38
2021,48267.83,9296.22,46320.46,44376.38
2022,48339.44,9297.52,46320.46,44376.38
2023,48411.05,9298.78,46320.46,45260.8
2024,48411.05,9299.95,46320.46,45260.8
2025,48482.67,9301.39,46320.46,45260.8
2026,48554.28,9303.09,46320.46,46145.23
2027,48697.51,9305.14,46320.46,46145.23
2028,48769.12,9307.04,46320.46,47029.65
2029,48840.74,9308.74,46320.46,47029.65
2030,48912.35,9310.69,46320.46,47029.65
2031,48983.97,9312.53,46320.46,47914.08
2032,49127.19,,,47914.08
2033,49198.81,,,48798.5
2034,49270.42,,,48798.5
2035,49342.03,,,49682.93
2036,49413.65,,,49682.93
