year,Base case diesel consumed,Modeled residential ashp
2017,9635.30684263,-26605.3147765
2018,9635.30684263,-26605.3147765
2019,9907.17107953,-26333.4505396
2020,9907.17107953,-26333.4505396
2021,10179.0353164,-26061.5863027
2022,10179.0353164,-26061.5863027
2023,10450.8995533,-25789.7220658
2024,10450.8995533,-25789.7220658
2025,10722.7637903,-25517.8578289
2026,10994.6280272,-25245.993592
2027,10994.6280272,-25245.993592
2028,11266.4922641,-24974.1293551
2029,11538.356501,-24702.2651182
2030,11538.356501,-24702.2651182
2031,11810.2207379,-24430.4008813
