year,Base case diesel consumed,Modeled residential energy efficiency
2017,36240.6215829,31913.8107299
2018,36240.6215829,31913.8107299
2019,37263.1659702,32936.3551171
2020,37263.1659702,32936.3551171
2021,38285.7103575,33958.8995044
2022,38285.7103575,33958.8995044
2023,39308.2547448,34981.4438917
2024,39308.2547448,34981.4438917
2025,40330.799132,36003.988279
2026,41353.3435193,37026.5326663
2027,41353.3435193,37026.5326663
2028,42375.8879066,38049.0770535
2029,43398.4322939,39071.6214408
2030,43398.4322939,39071.6214408
2031,44420.9766812,40094.1658281
