year,Base case cost,Modeled water and wastewater efficiency
2017,85019.4856592,82531.5771206
2018,90115.2831692,84193.9975375
2019,97244.9168408,86880.581397
2020,100619.818846,87734.7045282
2021,102989.847074,88112.8472048
2022,104781.112192,88224.0510555
2023,106136.934618,88138.4826074
2024,107061.880782,87858.4309513
2025,108427.023907,87813.4676964
2026,109799.902767,87789.9923922
2027,111177.849411,87786.0302548
2028,112268.651035,87656.7928397
2029,113649.561746,87686.4806055
2030,114596.645769,87517.6236587
2031,116122.356537,87649.1631881
