year,Base case diesel consumed,Modeled non-residential ashp
2017,4785.12669264,-5617.32264958
2018,4785.12669264,-5617.32264958
2019,4785.12669264,-5617.32264958
2020,4785.12669264,-5617.32264958
2021,4785.12669264,-5617.32264958
2022,4785.12669264,-5617.32264958
2023,4785.12669264,-5617.32264958
2024,4785.12669264,-5617.32264958
2025,4785.12669264,-5617.32264958
2026,4785.12669264,-5617.32264958
2027,4785.12669264,-5617.32264958
2028,4785.12669264,-5617.32264958
2029,4785.12669264,-5617.32264958
2030,4785.12669264,-5617.32264958
2031,4785.12669264,-5617.32264958
