year,Base case cost,Modeled non-residential energy efficiency
2017,948335.360221,932659.195646
2018,1000200.87875,976338.162334
2019,1069354.90346,1035511.25791
2020,1102360.23343,1062475.84681
2021,1125935.46913,1081081.12234
2022,1141652.29292,1092728.68873
2023,1154225.75196,1101626.13512
2024,1163655.84624,1107772.15293
2025,1174657.6229,1115374.39338
2026,1188802.76431,1125834.58487
2027,1201376.22335,1134942.57958
2028,1210806.31763,1141294.211
2029,1224951.45905,1151903.19871
2030,1232809.87094,1156947.57312
2031,1246955.01236,1167650.03679
