year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,23904.5,1074286.0,1074286.0
2004,,23904.5,1125008.0,1125008.0
2005,,23904.5,1152402.0,1152402.0
2006,,23904.5,1206928.0,1206928.0
2007,,23904.5,1209476.0,1209476.0
2008,,23904.5,1272727.0,1272727.0
2009,,23904.5,1307910.0,1307910.0
2010,,23904.5,1545014.0,1545014.0
2011,,23904.5,1678844.0,1678844.0
2012,,23904.5,1663112.0,1663112.0
2013,,23904.5,1617223.0,1617223.0
2014,,23904.5,1518762.0,1518762.0
2015,,23904.5,1506366.0,1506366.0
2016,start of forecast,23904.5,1581000.0,1581000.0
2017,,23904.5,1588000.0,1588000.0
2018,,23904.5,1596000.0,1596000.0
2019,,23904.5,1604000.0,1604000.0
2020,,23904.5,1611000.0,1611000.0
2021,,23904.5,1620000.0,1620000.0
2022,,23904.5,1628000.0,1628000.0
2023,,23904.5,1636000.0,1636000.0
2024,,23904.5,1645000.0,1645000.0
2025,,23904.5,1654000.0,1654000.0
2026,,23904.5,1663000.0,1663000.0
2027,,23904.5,1673000.0,1673000.0
2028,,23904.5,1682000.0,1682000.0
2029,,23904.5,1692000.0,1692000.0
2030,,23904.5,1702000.0,1702000.0
2031,,23904.5,1712000.0,1712000.0
2032,,23904.5,1722000.0,1722000.0
2033,,23904.5,1732000.0,1732000.0
2034,,23904.5,1743000.0,1743000.0
2035,,23904.5,1753000.0,1753000.0
2036,,23904.5,1764000.0,1764000.0
2037,,23904.5,1776000.0,1776000.0
2038,,23904.5,1787000.0,1787000.0
2039,,23904.5,1798000.0,1798000.0
2040,,23904.5,1810000.0,1810000.0
