year,Base case diesel consumed,Modeled non-residential ashp
2017,91040.4020138,63728.281437
2018,91040.4020138,63728.281437
2019,91040.4020138,63728.281437
2020,91040.4020138,63728.281437
2021,91040.4020138,63728.281437
2022,91040.4020138,63728.281437
2023,91040.4020138,63728.281437
2024,91040.4020138,63728.281437
2025,91040.4020138,63728.281437
2026,91040.4020138,63728.281437
2027,91040.4020138,63728.281437
2028,91040.4020138,63728.281437
2029,91040.4020138,63728.281437
2030,91040.4020138,63728.281437
2031,91040.4020138,63728.281437
