year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,114949.82,6130.38,91040.4,136248.7
2018,115528.91,6148.17,91040.4,140028.01
2019,116108.0,6166.31,91040.4,143807.31
2020,116614.71,6184.77,91040.4,147586.61
2021,117266.19,6203.63,91040.4,152625.68
2022,117845.28,6222.95,91040.4,156404.99
2023,118424.37,6242.82,91040.4,161444.06
2024,119075.85,6263.19,91040.4,166483.13
2025,119727.33,6284.0,91040.4,170262.43
2026,120378.81,6305.15,91040.4,175301.5
2027,121102.67,6326.66,91040.4,180340.57
2028,121754.15,6348.57,91040.4,185379.65
2029,122478.02,6371.17,91040.4,190418.72
2030,123201.88,6394.14,91040.4,195457.79
2031,123925.75,6417.55,91040.4,201756.63
2032,124649.62,,,206795.7
2033,125373.48,,,211834.77
2034,126169.73,,,218133.61
2035,126893.6,,,223172.68
2036,127689.85,,,229471.52
