year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30223.7,448843.03,846206.51,54668.04,499492.33,406794.66
2018,32340.31,478886.36,915888.06,57301.05,521314.52,434838.79
2019,35148.9,518944.14,1003882.75,60762.49,550410.77,469953.63
2020,36552.96,538062.62,1061258.3,62570.34,564297.61,492929.25
2021,37594.92,551718.68,1120386.85,63955.69,574216.79,516679.45
2022,38334.3,560822.72,1163770.26,64988.17,580829.57,534074.06
2023,38956.12,568105.95,1214180.25,65887.22,586119.8,554336.68
2024,39459.06,573568.38,1262066.83,66650.34,590087.47,573591.68
2025,40030.01,579941.21,1302635.15,67499.46,594716.42,589809.29
2026,40732.22,588134.84,1356964.95,68510.06,600667.92,611492.13
2027,41377.3,595418.08,1410398.38,69457.16,605958.15,632797.11
2028,41901.53,600880.5,1460930.47,70264.44,609925.82,652964.18
2029,42624.08,609074.14,1517779.81,71317.1,615877.32,675515.66
2030,43097.5,613626.16,1567717.87,72075.16,619183.72,695409.1
2031,43832.87,621819.79,1636397.37,73153.9,625135.22,722622.32
2032,,,1695879.62,,,746081.52
2033,,,1756268.91,,,769853.44
2034,,,1830304.36,,,798982.0
2035,,,1885976.3,,,820921.09
2036,,,1962153.36,,,850788.0
