year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,228024.952785,168738.465061
2018,228024.952785,168738.465061
2019,228024.952785,168738.465061
2020,228024.952785,168738.465061
2021,228024.952785,168738.465061
2022,228024.952785,168738.465061
2023,228024.952785,168738.465061
2024,228024.952785,168738.465061
2025,228024.952785,168738.465061
2026,228024.952785,168738.465061
2027,228024.952785,168738.465061
2028,228024.952785,168738.465061
2029,228024.952785,168738.465061
2030,228024.952785,168738.465061
2031,228024.952785,168738.465061
