year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,3920459
2004,,0,0,0,0,0,4262432
2005,,0,0,0,0,0,4691092
2006,,0,0,0,0,0,4662721
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,3942122
2010,,0,0,0,0,0,3854199
2011,,0,0,0,0,0,3769000
2012,,0,0,0,0,0,4251301
2013,,0,0,0,0,0,4253000
2014,start of forecast,0,0,0,0,0,4106000
2015,,0,0,0,0,0,4121000
2016,,0,0,0,0,0,4135000
2017,,0,0,0,0,0,4148000
2018,,0,0,0,0,0,4157000
2019,,0,0,0,0,0,4164000
2020,,0,0,0,0,0,4168000
2021,,0,0,0,0,0,4171000
2022,,0,0,0,0,0,4170000
2023,,0,0,0,0,0,4166000
2024,,0,0,0,0,0,4160000
2025,,0,0,0,0,0,4153000
2026,,0,0,0,0,0,4145000
2027,,0,0,0,0,0,4137000
2028,,0,0,0,0,0,4128000
2029,,0,0,0,0,0,4111000
2030,,0,0,0,0,0,4095000
2031,,0,0,0,0,0,4079000
2032,,0,0,0,0,0,4066000
2033,,0,0,0,0,0,4053000
2034,,0,0,0,0,0,4039000
2035,,0,0,0,0,0,4022000
2036,,0,0,0,0,0,4004000
2037,,0,0,0,0,0,3983000
2038,,0,0,0,0,0,3962000
2039,,0,0,0,0,0,3942000
2040,,0,0,0,0,0,3922000
