year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,11633.405488,7561.71356722
2018,11634.5230832,7562.44000409
2019,11635.2209964,7562.89364765
2020,11635.7009952,7563.20564686
2021,11636.0001771,7563.4001151
2022,11635.8851482,7563.32534631
2023,11635.4677347,7563.05402756
2024,11634.7921067,7562.61486937
2025,11634.0151946,7562.10987648
2026,11633.1623527,7561.55552925
2027,11632.2261082,7560.94697032
2028,11631.1398724,7560.24091705
2029,11629.3062156,7559.04904015
2030,11627.4111745,7557.81726343
2031,11625.623556,7556.6553114
