year,Base case cost,Modeled residential energy efficiency
2017,299374.045224,279440.605107
2018,320481.416775,295722.414796
2019,349797.210597,318647.607305
2020,364455.107508,329758.536576
2021,373836.161531,336626.994574
2022,381458.267924,342092.159463
2023,386735.110812,345680.382364
2024,390839.321947,348337.810361
2025,396116.164835,351957.124162
2026,401979.323599,356064.701427
2027,407256.166487,359713.665869
2028,398709.020306,349666.000921
2029,404382.570262,353626.895937
2030,407786.700235,355784.228535
2031,414027.605187,360226.392083
