year,Base case cost,Modeled diesel efficiency
2019,148043.471066,298177.734096
2020,158865.362226,304181.611661
2021,165791.372568,306733.643514
2022,171418.755971,308192.863421
2023,175314.636789,308163.69141
2024,178344.766314,307431.165119
2025,182240.647131,307567.416481
2026,186569.403595,308177.006723
2027,190465.284413,308471.018365
2028,193928.289584,308447.624445
2029,197878.692906,308941.653896
2030,200470.990193,308273.633036
2031,205223.53522,309640.364246
2032,209976.080246,311076.324287
2033,215160.67482,312972.662847
2034,219913.219846,314542.250982
2035,223369.616228,314997.996437
2036,228554.210802,317087.794502
2037,231135.768808,316872.683179
2038,236741.673649,319467.024608
