year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,43287.56,5859.82,35171.68,41779.18
2018,43287.56,5860.37,35171.68,41779.18
2019,43287.56,5860.21,35171.68,41779.18
2020,43287.56,5860.58,35171.68,41779.18
2021,43287.56,5861.0,35171.68,41779.18
2022,43287.56,5860.96,35171.68,41779.18
2023,43287.56,5860.58,35171.68,41779.18
2024,43287.56,5860.3,35171.68,41779.18
2025,43287.56,5859.95,35171.68,41779.18
2026,43287.56,5859.5,35171.68,41779.18
2027,43287.56,5858.87,35171.68,41779.18
2028,43287.56,5858.43,35171.68,40378.75
2029,43204.95,5856.85,35171.68,40378.75
2030,43204.95,5855.21,35171.68,40378.75
2031,43204.95,5854.0,35171.68,40378.75
