year,Base case diesel consumed,Modeled non-residential ashp
2017,4853.69206962,-5697.81242956
2018,4853.69206962,-5697.81242956
2019,4853.69206962,-5697.81242956
2020,4853.69206962,-5697.81242956
2021,4853.69206962,-5697.81242956
2022,4853.69206962,-5697.81242956
2023,4853.69206962,-5697.81242956
2024,4853.69206962,-5697.81242956
2025,4853.69206962,-5697.81242956
2026,4853.69206962,-5697.81242956
2027,4853.69206962,-5697.81242956
2028,4853.69206962,-5697.81242956
2029,4853.69206962,-5697.81242956
2030,4853.69206962,-5697.81242956
2031,4853.69206962,-5697.81242956
