year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5859.82212995,3808.88438446
2018,5860.37495113,3809.24371823
2019,5860.21129922,3809.13734449
2020,5860.5837605,3809.37944432
2021,5861.00191907,3809.6512474
2022,5860.96496716,3809.62722865
2023,5860.58030554,3809.3771986
2024,5860.30015656,3809.19510177
2025,5859.95255483,3808.96916064
2026,5859.49976564,3808.67484766
2027,5858.86569882,3808.26270423
2028,5858.42500201,3807.9762513
2029,5856.84702831,3806.9505684
2030,5855.21364024,3805.88886616
2031,5853.99903156,3805.09937051
