year,Base case diesel consumed,Modeled residential ashp
2017,8015.66948098,-33763.5075011
2018,8015.66948098,-33763.5075011
2019,8015.66948098,-33763.5075011
2020,8015.66948098,-33763.5075011
2021,8015.66948098,-33763.5075011
2022,8015.66948098,-33763.5075011
2023,8015.66948098,-33763.5075011
2024,8015.66948098,-33763.5075011
2025,8015.66948098,-33763.5075011
2026,8015.66948098,-33763.5075011
2027,8015.66948098,-33763.5075011
2028,7746.98597904,-34032.191003
2029,7746.98597904,-34032.191003
2030,7746.98597904,-34032.191003
2031,7746.98597904,-34032.191003
