year,Base case diesel consumed,Modeled diesel efficiency
2019,43287.5646392,39352.3314902
2020,43287.5646392,39352.3314902
2021,43287.5646392,39352.3314902
2022,43287.5646392,39352.3314902
2023,43287.5646392,39352.3314902
2024,43287.5646392,39352.3314902
2025,43287.5646392,39352.3314902
2026,43287.5646392,39352.3314902
2027,43287.5646392,39352.3314902
2028,43287.5646392,39352.3314902
2029,43204.9547831,39277.231621
2030,43204.9547831,39277.231621
2031,43204.9547831,39277.231621
2032,43204.9547831,39277.231621
2033,43204.9547831,39277.231621
2034,43204.9547831,39277.231621
2035,43204.9547831,39277.231621
2036,43204.9547831,39277.231621
2037,43122.3449269,39202.1317517
2038,43122.3449269,39202.1317517
