year,Base case cost,Modeled non-residential energy efficiency
2017,267389.07878,268765.633916
2018,288240.263574,286578.752954
2019,317200.242454,311693.929426
2020,331680.231895,323828.555816
2021,340947.425136,331303.009523
2022,348477.019645,337237.138815
2023,353689.815844,341110.424724
2024,357744.212887,343962.521233
2025,362957.009085,347873.201224
2026,368749.004862,352321.977646
2027,373961.80106,356268.319471
2028,378595.397681,359711.813715
2029,384387.393457,364212.219368
2030,387862.590923,366648.818157
2031,394233.786276,371701.712095
