year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5717.86263967,3716.61071578
2018,5718.07506595,3716.74879287
2019,5718.91235481,3717.29303063
2020,5719.26459916,3717.52198945
2021,5719.01735332,3717.36127966
2022,5717.91473404,3716.64457713
2023,5717.41457406,3716.31947314
2024,5715.9165234,3715.34574021
2025,5714.24707414,3714.26059819
2026,5713.38981127,3713.70337733
2027,5710.85149263,3712.05347021
2028,5708.94964308,3710.817268
2029,5709.10187741,3710.91622032
2030,5707.99817846,3710.198816
2031,5706.99542923,3709.547029
