year,Base case cost,Modeled non-residential energy efficiency
2017,244021.740979,277983.367859
2018,261224.986203,294164.249297
2019,285309.529517,316817.483309
2020,296778.359666,327604.7376
2021,304806.540771,335155.815604
2022,310540.955846,340549.44275
2023,315128.487905,344864.344467
2024,318569.13695,348100.520754
2025,322583.227503,351876.059756
2026,327744.20107,356730.324187
2027,331758.291622,360505.863189
2028,335198.940667,363742.039477
2029,340359.914234,368596.303908
2030,343227.121772,371293.117481
2031,348388.095339,376147.381912
