year,Base case cost,Modeled biomass for heat (cordwood)
2017,145925.142359,179363.717465
2018,159196.242359,189176.569858
2019,177775.782359,202914.563208
2020,186623.182359,209456.464804
2021,192816.362359,214035.79592
2022,197240.062359,217306.746718
2023,200779.022359,219923.507356
2024,203433.242359,221886.077835
2025,206529.832359,224175.743393
2026,210511.162359,227119.599111
2027,213607.752359,229409.26467
2028,216261.972359,231371.835148
2029,220243.302359,234315.690866
2030,222455.152359,235951.166265
2031,226436.482359,238895.021983
2032,,
2033,,
2034,,
2035,,
2036,,
