year,Base case cost,Modeled diesel efficiency
2019,443816.835725,578144.157775
2020,474987.917833,602387.576088
2021,495768.639238,617281.163337
2022,513580.686157,629569.658203
2023,523971.046859,635202.672231
2024,534361.407562,640925.047812
2025,544751.768265,646734.690762
2026,558110.803454,655328.350861
2027,569985.5014,662655.838048
2028,580375.862102,668715.201606
2029,593734.897291,677552.729584
2030,601156.583507,681070.176378
2031,615999.95594,691410.303153
2032,629358.991129,700474.95073
2033,644202.363561,710961.181554
2034,659045.735993,721517.9065
2035,669436.096696,728095.280632
2036,685763.806371,740137.473134
2037,694669.829831,745498.330736
2038,710997.539506,757670.289814
