year,Base case cost,Modeled residential energy efficiency
2017,12472250.553,14432777.5059
2018,13121134.0456,14870604.2309
2019,14004597.6384,15494928.1423
2020,14409927.3129,15738563.7228
2021,14681475.5891,15879274.777
2022,14892636.1044,15969618.1979
2023,14994044.4916,15972667.2785
2024,15099968.5787,15981854.9859
2025,15189234.4201,15975969.3413
2026,15305649.5044,15990462.3283
2027,15395684.646,15984246.0243
2028,15464954.9721,15962900.1292
2029,15571263.6506,15971715.6814
2030,15588304.3115,15909307.6035
2031,15681906.396,15904039.7244
