year,Base case cost,Modeled water and wastewater efficiency
2017,94265.9866285,
2018,98336.1934372,
2019,103870.012723,
2020,106425.129318,
2021,108123.000918,
2022,109433.292454,
2023,110055.131929,
2024,110663.083135,
2025,111189.973098,
2026,111889.835474,
2027,112386.577837,
2028,112759.419787,
2029,113359.961847,
2030,113378.832188,
2031,113888.804046,
