year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1810958.4079,1340109.22185
2018,1810958.4079,1340109.22185
2019,1810958.4079,1340109.22185
2020,1810958.4079,1340109.22185
2021,1810958.4079,1340109.22185
2022,1810958.4079,1340109.22185
2023,1810958.4079,1340109.22185
2024,1810958.4079,1340109.22185
2025,1810958.4079,1340109.22185
2026,1810958.4079,1340109.22185
2027,1810958.4079,1340109.22185
2028,1810958.4079,1340109.22185
2029,1810958.4079,1340109.22185
2030,1810958.4079,1340109.22185
2031,1810958.4079,1340109.22185
