year,Base case diesel consumed,Modeled residential ashp
2017,465643.939003,-1485083.61342
2018,466382.847746,-1484344.70468
2019,466937.029303,-1483790.52312
2020,466567.574931,-1484159.97749
2021,466382.847746,-1484344.70468
2022,465459.211818,-1485268.34061
2023,464166.121518,-1486561.43091
2024,463057.758404,-1487669.79402
2025,461395.213733,-1489332.33869
2026,459363.214691,-1491364.33773
2027,457146.488463,-1493581.06396
2028,454929.762235,-1495797.79019
2029,452713.036007,-1498014.51642
2030,450126.855408,-1500600.69702
2031,446986.493252,-1503741.05917
