year,Base case diesel consumed,Modeled residential energy efficiency
2017,56346.5460962,41847.033815
2018,56346.5460962,41847.033815
2019,54578.8952509,40079.3829698
2020,54578.8952509,40079.3829698
2021,52811.2444057,38311.7321245
2022,52811.2444057,38311.7321245
2023,51043.5935605,36544.0812793
2024,51043.5935605,36544.0812793
2025,49275.9427152,34776.4304341
2026,49275.9427152,34776.4304341
2027,47508.29187,33008.7795888
2028,47508.29187,33008.7795888
2029,45740.6410247,31241.1287436
2030,45740.6410247,31241.1287436
2031,43972.9901795,29473.4778984
2032,43972.9901795,29473.4778984
2033,43972.9901795,29473.4778984
2034,43972.9901795,29473.4778984
2035,42205.3393343,27705.8270531
2036,42205.3393343,27705.8270531
